"","cell","natural","current_operations","combined_operations","combined_operations_AWSA","x","y","z"
"8296",10482,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509426,743329,4633
"8297",10483,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509420,743313,4633
"8298",10484,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509414,743298,4633
"8299",10485,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509407,743282,4633
"8300",10486,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509400,743268,4633
"8301",10487,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509393,743253,4633
"8302",10488,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509385,743238,4633
"8303",10489,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509379,743223,4633
"8304",10490,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509371,743212,4633
"8305",10491,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509415,743341,4632
"8306",10492,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509428,743399,4633
"8307",10493,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509419,743385,4633
"8308",10494,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509410,743368,4632
"8309",10495,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509403,743349,4633
"8310",10496,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509442,743465,4631
"8311",10497,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509432,743453,4629
"8312",10498,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509424,743439,4629
"8313",10499,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509414,743429,4630
"8314",10500,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509419,743413,4632
"8315",10501,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509422,743512,4632
"8316",10502,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509435,743481,4629
"8317",10503,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509429,743496,4631
"8318",10504,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509433,743598,4633
"8319",10505,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509429,743580,4633
"8320",10506,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509424,743564,4631
"8321",10507,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509418,743549,4632
"8322",10508,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509415,743530,4629
"8323",10509,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509406,743517,4631
"8324",10510,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509421,743610,4633
"8325",10511,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509412,743642,4634
"8326",10512,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509409,743623,4634
"8327",10513,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509401,743656,4635
"8328",10514,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509391,743671,4635
"8329",10515,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509381,743686,4635
"8330",10516,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509371,743704,4635
"8331",10517,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509368,743739,4635
"8332",10518,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509361,743721,4635
"8333",10519,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509358,743754,4635
"8334",10570,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509083,742334,4626
"8335",10571,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509096,742326,4629
"8336",10573,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509100,742300,4628
"8337",10574,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509103,742287,4626
"8338",10575,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509103,742273,4626
"8339",10576,0.0591349434464404,0.0619376006283134,0.0585845182362548,0.0586452839774995,2509129,742241,4628
"8340",10577,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509111,742261,4626
"8341",10578,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509118,742250,4627
"8342",10580,0.0591349434464404,0.0619376006283134,0.0585845182362548,0.0586452839774995,2509135,742217,4627
"8343",10581,0.0591349434464404,0.0619376006283134,0.0585845182362548,0.0586452839774995,2509123,742226,4627
"8344",10589,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509083,742386,4628
"8345",10590,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509080,742373,4627
"8346",10591,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509081,742360,4627
"8347",10592,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509083,742348,4626
"8348",10593,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509070,742343,4626
"8349",10594,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509086,742400,4629
"8350",10595,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509091,742414,4629
"8351",10596,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509095,742428,4627
"8352",10597,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509108,742446,4628
"8353",10598,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509109,742458,4628
"8354",10599,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509112,742472,4627
"8355",10600,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509096,742441,4627
"8356",10601,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509127,742537,4627
"8357",10602,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509122,742523,4627
"8358",10603,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509120,742510,4627
"8359",10604,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509119,742498,4627
"8360",10605,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509116,742485,4627
"8361",10606,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509121,742545,4625
"8362",10607,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509121,742556,4624
"8363",10608,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509119,742566,4624
"8364",10609,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509119,742606,4627
"8365",10610,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509115,742595,4627
"8366",10611,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509117,742586,4627
"8367",10612,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509114,742575,4624
"8368",10613,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509114,742613,4627
"8369",10614,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509154,742645,4627
"8370",10615,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509145,742641,4627
"8371",10616,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509136,742636,4627
"8372",10617,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509127,742632,4627
"8373",10618,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509118,742627,4627
"8374",10619,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509160,742659,4627
"8375",10620,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509175,742677,4627
"8376",10621,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509166,742672,4626
"8377",10622,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509181,742689,4626
"8378",10623,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509188,742701,4625
"8379",10624,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509194,742713,4624
"8380",10625,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509210,742729,4624
"8381",10626,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509200,742726,4625
"8382",10627,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509216,742741,4624
"8383",10628,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509222,742754,4623
"8384",10629,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509228,742766,4624
"8385",10630,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509233,742777,4624
"8386",10631,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509235,742787,4628
"8387",10632,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509238,742797,4630
"8388",10633,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509264,742813,4630
"8389",10634,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509254,742810,4629
"8390",10635,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509243,742808,4630
"8391",10636,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509284,742828,4630
"8392",10637,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509272,742824,4630
"8393",10638,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509286,742839,4629
"8394",10639,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509293,742849,4629
"8395",10640,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509292,742860,4630
"8396",10641,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509296,742893,4630
"8397",10642,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509292,742881,4630
